original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name,true_category_name
39,1291663578,128,0.38708097,2060,Jouets enfant,Catégorie 2060
40,932675768,4,0.7564047,1140,Jeux consoles neuf,Catégorie 1140
41,1301523619,132,0.96179736,1300,Puériculture,Catégorie 1300
42,1262760513,2705,0.6216605,2705,Livres neufs,Livres neufs
43,866758230,13,0.65694165,1140,Modélisme,Catégorie 1140
44,1190256254,2582,0.94048613,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
45,1310883418,5,0.9757623,50,Accessoires gaming,Catégorie 50
46,1225683213,2462,0.43418157,1140,Console et Jeux vidéos occasion,Catégorie 1140
47,1158120765,5,0.6518834,2583,Accessoires gaming,Piscine et accessoires
48,1121368999,228,0.99558806,1940,Journaux et revues occasion,Catégorie 1940
49,1284142748,118,0.6670602,1280,Jeux de rôle et figurines,Catégorie 1280
50,933259092,4,0.9851413,40,Jeux consoles neuf,Catégorie 40
51,1108332411,2705,0.9981382,2705,Livres neufs,Livres neufs
52,1301335224,194,0.2930201,1560,Épicerie,Catégorie 1560
53,1203055707,2403,0.9544821,2403,Lots livres et magazines,Lots livres et magazines
54,922483907,2582,0.56682754,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
55,866315136,6,0.4095446,1160,Consoles de jeux,Catégorie 1160
56,1276016429,2582,0.6357911,1302,Mobilier et accessoires de jardin,Jeux et accessoires de plein air
57,1316285562,6,0.9319235,60,Consoles de jeux,Catégorie 60
58,1236087582,2905,0.99793565,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
59,940879899,4,0.5913958,40,Jeux consoles neuf,Catégorie 40
60,1066598452,2583,0.99891543,2583,Piscine et accessoires,Piscine et accessoires
61,1091941558,1281,0.2518769,2403,Jeux enfant,Lots livres et magazines
62,1157516276,128,0.4788162,1281,Jouets enfant,Jeux enfant
63,1298544163,2582,0.33342636,1560,Mobilier et accessoires de jardin,Catégorie 1560
64,980535620,2583,0.3015828,2583,Piscine et accessoires,Piscine et accessoires
65,1265214372,2583,0.76921993,2583,Piscine et accessoires,Piscine et accessoires
66,1263898160,222,0.9649617,1920,Animalerie,Catégorie 1920
67,1289167822,1281,0.94129425,2060,Jeux enfant,Catégorie 2060
68,1296360852,1281,0.633404,2585,Jeux enfant,Outillage de jardin
69,1283612253,194,0.73503184,1320,Épicerie,Catégorie 1320
70,1323457601,222,0.99555886,1920,Animalerie,Catégorie 1920
71,1232556308,1281,0.6280744,2583,Jeux enfant,Piscine et accessoires
72,1318903404,118,0.6805551,1920,Jeux de rôle et figurines,Catégorie 1920
73,1266656431,2705,0.9705809,2705,Livres neufs,Livres neufs
74,1080024633,1,0.43454775,2280,Livres occasion,Catégorie 2280
75,1192175534,194,0.7715112,1320,Épicerie,Catégorie 1320
76,941693658,2583,0.99317545,2583,Piscine et accessoires,Piscine et accessoires
77,1174585976,2585,0.41521493,2583,Outillage de jardin,Piscine et accessoires
78,1270324029,2522,0.5513832,2522,Fournitures papeterie,Fournitures papeterie
79,1076213333,4,0.9097703,40,Jeux consoles neuf,Catégorie 40
80,1176505239,2583,0.6378258,2583,Piscine et accessoires,Piscine et accessoires
81,1294540292,1302,0.6596254,10,Jeux et accessoires de plein air,Catégorie 10
82,1211890393,206,0.80152583,1560,Décoration,Catégorie 1560
83,774653561,1302,0.62224156,2280,Jeux et accessoires de plein air,Catégorie 2280
84,1152121081,222,0.27987367,2522,Animalerie,Fournitures papeterie
85,1250963245,132,0.9761487,1300,Puériculture,Catégorie 1300
86,1259021038,222,0.99129945,1920,Animalerie,Catégorie 1920
87,1132388545,5,0.18896317,1300,Accessoires gaming,Catégorie 1300
88,956575187,114,0.2562429,1160,Objets pop culture,Catégorie 1160
89,1041726930,1302,0.7103371,2403,Jeux et accessoires de plein air,Lots livres et magazines
90,1136604757,2403,0.94206494,2403,Lots livres et magazines,Lots livres et magazines
91,1268782890,132,0.98787266,1280,Puériculture,Catégorie 1280
92,1176505273,2583,0.7929039,2583,Piscine et accessoires,Piscine et accessoires
93,1104739801,192,0.2977409,1560,Linge de maison,Catégorie 1560
94,441334779,2585,0.64091986,1301,Outillage de jardin,Lingerie enfant et jeu de bar
95,958144254,2462,0.5967477,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
96,1264761495,206,0.96822095,1560,Décoration,Catégorie 1560
97,996054394,2522,0.8853884,2522,Fournitures papeterie,Fournitures papeterie
98,1096635484,156,0.81313825,1301,Mobilier,Lingerie enfant et jeu de bar
99,1301639236,2582,0.40492997,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
100,956385671,2522,0.8109484,2522,Fournitures papeterie,Fournitures papeterie
101,1310967888,2582,0.3649415,1320,Mobilier et accessoires de jardin,Catégorie 1320
102,1312149246,128,0.38045344,1280,Jouets enfant,Catégorie 1280
103,1151792355,2522,0.22827022,1320,Fournitures papeterie,Catégorie 1320
104,1275289236,222,0.9980281,1920,Animalerie,Catégorie 1920
105,1325276870,5,0.47070205,50,Accessoires gaming,Catégorie 50
106,995103637,114,0.2646802,2583,Objets pop culture,Piscine et accessoires
107,1080807586,114,0.9971976,1160,Objets pop culture,Catégorie 1160
108,1136835035,228,0.78055185,1940,Journaux et revues occasion,Catégorie 1940
109,1107916759,2905,0.9003842,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
110,1324141658,192,0.4498076,1302,Linge de maison,Jeux et accessoires de plein air
111,1244374494,2462,0.34322295,2280,Console et Jeux vidéos occasion,Catégorie 2280
112,921686399,128,0.25485858,1281,Jouets enfant,Jeux enfant
113,1252627823,2583,0.8966346,2583,Piscine et accessoires,Piscine et accessoires
114,1215331979,2403,0.48369655,1281,Lots livres et magazines,Jeux enfant
115,1298033085,1301,0.9963965,2220,Lingerie enfant et jeu de bar,Catégorie 2220
116,1250964055,132,0.9804654,1300,Puériculture,Catégorie 1300
117,1055998245,13,0.9492974,1140,Modélisme,Catégorie 1140
118,1285840447,5,0.73417526,1300,Accessoires gaming,Catégorie 1300
119,1277440408,1,0.95111394,2705,Livres occasion,Livres neufs
120,1300130972,1301,0.49355203,2522,Lingerie enfant et jeu de bar,Fournitures papeterie
121,1277047173,194,0.85993487,1320,Épicerie,Catégorie 1320
122,1105831402,2583,0.95488894,2583,Piscine et accessoires,Piscine et accessoires
123,1307758424,132,0.97654825,1300,Puériculture,Catégorie 1300
124,1261174010,2583,0.99811053,2583,Piscine et accessoires,Piscine et accessoires
125,871843520,132,0.32358956,1300,Puériculture,Catégorie 1300
126,1011671634,13,0.9886954,1140,Modélisme,Catégorie 1140
127,1282996118,132,0.8143517,1300,Puériculture,Catégorie 1300
128,1159294199,114,0.8904374,1160,Objets pop culture,Catégorie 1160
129,1026835008,1302,0.9997323,2280,Jeux et accessoires de plein air,Catégorie 2280
130,874048928,114,0.90368533,1160,Objets pop culture,Catégorie 1160
131,1172791556,2583,0.9863007,2583,Piscine et accessoires,Piscine et accessoires
132,1254412949,1281,0.441256,1560,Jeux enfant,Catégorie 1560
133,1275253679,222,0.99098456,1920,Animalerie,Catégorie 1920
134,1317036885,1281,0.5812349,2060,Jeux enfant,Catégorie 2060
135,850681891,2522,0.81147075,2585,Fournitures papeterie,Outillage de jardin
136,987650006,13,0.46641865,1280,Modélisme,Catégorie 1280
137,1032006528,13,0.41187277,1140,Modélisme,Catégorie 1140
138,1261418279,156,0.99443173,1301,Mobilier,Lingerie enfant et jeu de bar
139,1316295249,6,0.97436947,60,Consoles de jeux,Catégorie 60
140,1007620576,1302,0.87884146,2280,Jeux et accessoires de plein air,Catégorie 2280
141,1075576949,2403,0.34742948,2280,Lots livres et magazines,Catégorie 2280
142,1247153484,4,0.6410665,60,Jeux consoles neuf,Catégorie 60
143,1299224928,194,0.8159446,1560,Épicerie,Catégorie 1560
144,1007363063,1,0.66334736,2280,Livres occasion,Catégorie 2280
145,1241674083,132,0.88451535,1280,Puériculture,Catégorie 1280
146,1301541919,132,0.85665697,1300,Puériculture,Catégorie 1300
147,1126747470,114,0.9724348,1160,Objets pop culture,Catégorie 1160
148,1155891418,5,0.4328871,1140,Accessoires gaming,Catégorie 1140
149,1239123173,2582,0.9901911,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
150,1118344745,228,0.90683955,1940,Journaux et revues occasion,Catégorie 1940
151,1027157510,1302,0.99482155,2280,Jeux et accessoires de plein air,Catégorie 2280
152,1273755214,222,0.9945686,1920,Animalerie,Catégorie 1920
153,1112118417,2905,0.998639,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
154,1322842159,194,0.2522879,2220,Épicerie,Catégorie 2220
155,1307662591,206,0.9536508,1560,Décoration,Catégorie 1560
156,1204264764,118,0.30245706,2582,Jeux de rôle et figurines,Mobilier et accessoires de jardin
157,940542437,2522,0.881759,2522,Fournitures papeterie,Fournitures papeterie
158,1294218273,118,0.95742387,1300,Jeux de rôle et figurines,Catégorie 1300
159,1258615713,1281,0.5276303,1920,Jeux enfant,Catégorie 1920
160,1270431962,192,0.6477776,2220,Linge de maison,Catégorie 2220
161,1027360524,1302,0.9989994,2280,Jeux et accessoires de plein air,Catégorie 2280
162,1260396763,192,0.9775381,1302,Linge de maison,Jeux et accessoires de plein air
163,1265581901,1281,0.2797381,2060,Jeux enfant,Catégorie 2060
164,847230430,13,0.603224,1140,Modélisme,Catégorie 1140
165,1016256803,132,0.9730656,1300,Puériculture,Catégorie 1300
166,940540445,2522,0.9391252,2522,Fournitures papeterie,Fournitures papeterie
167,897161665,1,0.48701265,10,Livres occasion,Catégorie 10
168,1310709125,1281,0.24290094,1560,Jeux enfant,Catégorie 1560
169,1008213724,2705,0.58186287,2280,Livres neufs,Catégorie 2280
170,1276224774,132,0.90055174,1300,Puériculture,Catégorie 1300
171,1009124758,1,0.9992176,10,Livres occasion,Catégorie 10
172,1204202829,128,0.57520163,1281,Jouets enfant,Jeux enfant
173,1124589260,13,0.8493751,2060,Modélisme,Catégorie 2060
174,1243894704,2905,0.4725512,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
175,1251807667,192,0.24313293,2060,Linge de maison,Catégorie 2060
176,1261977779,2583,0.35657868,2583,Piscine et accessoires,Piscine et accessoires
177,1083215475,114,0.9767968,1160,Objets pop culture,Catégorie 1160
178,20410730,4,0.85394496,40,Jeux consoles neuf,Catégorie 40
179,862044384,2522,0.7092842,2522,Fournitures papeterie,Fournitures papeterie
180,1092974872,1,0.8939803,2403,Livres occasion,Lots livres et magazines
181,977565762,2462,0.3397411,40,Console et Jeux vidéos occasion,Catégorie 40
182,1264366053,192,0.34426147,2522,Linge de maison,Fournitures papeterie
183,941596078,2403,0.94135666,2280,Lots livres et magazines,Catégorie 2280
184,987567454,118,0.2403485,1300,Jeux de rôle et figurines,Catégorie 1300
185,1190248601,5,0.3669853,2582,Accessoires gaming,Mobilier et accessoires de jardin
186,949304463,192,0.43366823,1302,Linge de maison,Jeux et accessoires de plein air
187,1316968582,114,0.9881734,1160,Objets pop culture,Catégorie 1160
188,847869772,2585,0.54483336,2585,Outillage de jardin,Outillage de jardin
189,1024976983,192,0.8570904,2583,Linge de maison,Piscine et accessoires
190,1294224395,132,0.9529621,1300,Puériculture,Catégorie 1300
191,1318170067,132,0.4098265,1302,Puériculture,Jeux et accessoires de plein air
192,1046141107,192,0.23320279,1281,Linge de maison,Jeux enfant
193,1253447500,194,0.18318376,1320,Épicerie,Catégorie 1320
194,1323873427,2585,0.4292557,40,Outillage de jardin,Catégorie 40
195,977167259,13,0.43242887,1140,Modélisme,Catégorie 1140
196,1323880641,2522,0.34319863,40,Fournitures papeterie,Catégorie 40
197,1069756056,2462,0.5505695,2280,Console et Jeux vidéos occasion,Catégorie 2280
198,1232184737,2403,0.8574454,2280,Lots livres et magazines,Catégorie 2280
199,1030877001,4,0.44601348,2403,Jeux consoles neuf,Lots livres et magazines
200,1318635439,192,0.53954715,1560,Linge de maison,Catégorie 1560
201,1275214076,222,0.9956481,1920,Animalerie,Catégorie 1920
202,1026796984,1302,0.9834079,2280,Jeux et accessoires de plein air,Catégorie 2280
203,1261172767,194,0.5960929,2583,Épicerie,Piscine et accessoires
204,1320572160,2585,0.5203106,1280,Outillage de jardin,Catégorie 1280
205,1304056011,2522,0.9859525,2522,Fournitures papeterie,Fournitures papeterie
206,1301269195,1281,0.6611234,1920,Jeux enfant,Catégorie 1920
207,1009657546,2462,0.8511104,50,Console et Jeux vidéos occasion,Catégorie 50
208,1265606926,2582,0.73635113,1920,Mobilier et accessoires de jardin,Catégorie 1920
209,996283690,1,0.6784983,2403,Livres occasion,Lots livres et magazines
210,996710819,114,0.99818254,1160,Objets pop culture,Catégorie 1160
211,1009257395,1302,0.38106415,2280,Jeux et accessoires de plein air,Catégorie 2280
212,1253144609,5,0.2440527,2583,Accessoires gaming,Piscine et accessoires
213,1279094602,222,0.98493594,1920,Animalerie,Catégorie 1920
214,1152792625,13,0.96435344,1140,Modélisme,Catégorie 1140
215,1302475225,2522,0.46534616,2522,Fournitures papeterie,Fournitures papeterie
216,850117989,4,0.57177854,60,Jeux consoles neuf,Catégorie 60
217,1174580660,2583,0.9200674,2583,Piscine et accessoires,Piscine et accessoires
218,1328361818,118,0.463557,1280,Jeux de rôle et figurines,Catégorie 1280
219,1309972091,132,0.74316144,1300,Puériculture,Catégorie 1300
220,1264224669,118,0.24024498,1560,Jeux de rôle et figurines,Catégorie 1560
221,1317261800,5,0.52156085,50,Accessoires gaming,Catégorie 50
222,1195083754,2705,0.25103757,2403,Livres neufs,Lots livres et magazines
223,989190177,5,0.2656076,1320,Accessoires gaming,Catégorie 1320
224,1100072133,2905,0.98148143,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
225,1240109528,128,0.24308237,1281,Jouets enfant,Jeux enfant
226,1005921718,132,0.6540996,1300,Puériculture,Catégorie 1300
227,849102266,2403,0.4768753,2280,Lots livres et magazines,Catégorie 2280
228,337902159,118,0.88277966,1280,Jeux de rôle et figurines,Catégorie 1280
229,1273837432,118,0.29417345,1300,Jeux de rôle et figurines,Catégorie 1300
230,1270220018,2583,0.94708806,2583,Piscine et accessoires,Piscine et accessoires
231,1219603914,206,0.833057,1560,Décoration,Catégorie 1560
232,1323304183,2585,0.4598868,1302,Outillage de jardin,Jeux et accessoires de plein air
233,891738543,4,0.897917,40,Jeux consoles neuf,Catégorie 40
234,1265205861,2583,0.8267499,2583,Piscine et accessoires,Piscine et accessoires
235,1270452961,206,0.6133715,1560,Décoration,Catégorie 1560
236,1100503466,6,0.8678367,2462,Consoles de jeux,Console et Jeux vidéos occasion
237,858190256,132,0.61463785,1300,Puériculture,Catégorie 1300
238,1323017168,2705,0.50933367,1140,Livres neufs,Catégorie 1140
239,1282009891,132,0.69480294,1300,Puériculture,Catégorie 1300
240,1269761633,222,0.9936696,1920,Animalerie,Catégorie 1920
241,1228152876,2403,0.8358629,2403,Lots livres et magazines,Lots livres et magazines
242,1264104856,132,0.6115565,2905,Puériculture,Jeux PC en téléchargement
243,1311209702,132,0.9705642,1300,Puériculture,Catégorie 1300
244,1215525914,192,0.5107556,1302,Linge de maison,Jeux et accessoires de plein air
245,1007608665,114,0.27928197,2280,Objets pop culture,Catégorie 2280
246,900475191,114,0.97621536,1160,Objets pop culture,Catégorie 1160
247,1265192226,228,0.80791545,2585,Journaux et revues occasion,Outillage de jardin
248,1177998220,206,0.9884756,1560,Décoration,Catégorie 1560
249,1206132502,2705,0.992812,2705,Livres neufs,Livres neufs
250,844661866,132,0.56432277,1300,Puériculture,Catégorie 1300
251,1323081312,206,0.8249345,1560,Décoration,Catégorie 1560
252,873456005,4,0.9069096,40,Jeux consoles neuf,Catégorie 40
253,1243785549,2583,0.5904516,2583,Piscine et accessoires,Piscine et accessoires
254,1324744121,4,0.27371907,2462,Jeux consoles neuf,Console et Jeux vidéos occasion
255,1158571203,2705,0.9879888,2705,Livres neufs,Livres neufs
256,1190248749,2582,0.99231625,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
257,1198775341,2705,0.9832942,2705,Livres neufs,Livres neufs
258,1161969223,2403,0.5035044,2403,Lots livres et magazines,Lots livres et magazines
259,1092257465,156,0.36839056,2585,Mobilier,Outillage de jardin
260,1204242067,1301,0.6432478,1280,Lingerie enfant et jeu de bar,Catégorie 1280
261,1298544469,206,0.87006307,1560,Décoration,Catégorie 1560
262,519187671,192,0.39760587,1140,Linge de maison,Catégorie 1140
263,1044041662,13,0.9650124,1140,Modélisme,Catégorie 1140
264,1302529594,132,0.2696189,2522,Puériculture,Fournitures papeterie
265,1134801794,2522,0.3364238,2522,Fournitures papeterie,Fournitures papeterie
266,1153790876,1,0.70410115,2280,Livres occasion,Catégorie 2280
267,977608205,2705,0.9550528,2705,Livres neufs,Livres neufs
268,1066930659,2583,0.9924408,2583,Piscine et accessoires,Piscine et accessoires
269,1000099971,1,0.820362,2403,Livres occasion,Lots livres et magazines
270,966222707,2462,0.9670388,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
271,1293351630,2585,0.2532918,40,Outillage de jardin,Catégorie 40
272,1276991968,128,0.47384277,1280,Jouets enfant,Catégorie 1280
273,1239509752,4,0.31246385,10,Jeux consoles neuf,Catégorie 10
274,1275500984,114,0.66859674,1160,Objets pop culture,Catégorie 1160
275,1273046313,222,0.989071,1920,Animalerie,Catégorie 1920
276,1275681044,118,0.9435283,1281,Jeux de rôle et figurines,Jeux enfant
277,1161241066,1,0.9635226,10,Livres occasion,Catégorie 10
278,1274078034,1281,0.74658453,2060,Jeux enfant,Catégorie 2060
279,1251499701,1281,0.18609267,2060,Jeux enfant,Catégorie 2060
280,1253625945,5,0.85801655,50,Accessoires gaming,Catégorie 50
281,1138953271,2582,0.364742,1320,Mobilier et accessoires de jardin,Catégorie 1320
282,1237277732,194,0.40236717,1300,Épicerie,Catégorie 1300
283,1271766402,2583,0.79718685,2583,Piscine et accessoires,Piscine et accessoires
284,1120910261,1281,0.83920944,2583,Jeux enfant,Piscine et accessoires
285,1117509267,2582,0.4041735,1920,Mobilier et accessoires de jardin,Catégorie 1920
286,930135009,2403,0.9489921,2403,Lots livres et magazines,Lots livres et magazines
287,1061521199,194,0.95160234,1320,Épicerie,Catégorie 1320
288,1276444359,132,0.4988914,1300,Puériculture,Catégorie 1300
289,1316209898,6,0.93386054,60,Consoles de jeux,Catégorie 60
290,1047090365,1,0.8993727,10,Livres occasion,Catégorie 10
291,449167930,1302,0.69060266,2280,Jeux et accessoires de plein air,Catégorie 2280
292,1201834796,128,0.61092484,1281,Jouets enfant,Jeux enfant
293,1243171733,2905,0.9640457,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
294,956379388,2522,0.99726045,2522,Fournitures papeterie,Fournitures papeterie
295,1027001330,1302,0.84946775,2280,Jeux et accessoires de plein air,Catégorie 2280
296,1281736054,118,0.5347745,1280,Jeux de rôle et figurines,Catégorie 1280
297,1223913788,2462,0.5774277,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
298,1201830987,4,0.79127586,1281,Jeux consoles neuf,Jeux enfant
299,1058870496,2403,0.54596555,2705,Lots livres et magazines,Livres neufs
300,1145354590,128,0.4889346,1280,Jouets enfant,Catégorie 1280
301,1255757295,2583,0.93691325,2583,Piscine et accessoires,Piscine et accessoires
302,1268895411,118,0.953133,1280,Jeux de rôle et figurines,Catégorie 1280
303,1323082583,1281,0.37112296,2060,Jeux enfant,Catégorie 2060
304,1282859568,206,0.2998915,1560,Décoration,Catégorie 1560
305,1286995827,132,0.88096315,1300,Puériculture,Catégorie 1300
306,1100062590,2905,0.9979528,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
307,1066930685,2583,0.9924408,2583,Piscine et accessoires,Piscine et accessoires
308,1050684896,2582,0.7915833,1560,Mobilier et accessoires de jardin,Catégorie 1560
309,1313681889,132,0.9637893,1300,Puériculture,Catégorie 1300
310,1023016297,1281,0.31192115,1280,Jeux enfant,Catégorie 1280
311,1262866865,222,0.931138,1920,Animalerie,Catégorie 1920
312,1026916306,1302,0.91093045,2280,Jeux et accessoires de plein air,Catégorie 2280
313,1003226405,118,0.4191375,1320,Jeux de rôle et figurines,Catégorie 1320
314,1289062858,1281,0.962833,2060,Jeux enfant,Catégorie 2060
315,587640234,4,0.97528887,40,Jeux consoles neuf,Catégorie 40
316,1223582839,206,0.99590325,1560,Décoration,Catégorie 1560
317,1304029599,132,0.9816863,1300,Puériculture,Catégorie 1300
318,995102714,2582,0.48944592,2583,Mobilier et accessoires de jardin,Piscine et accessoires
319,1158121288,206,0.40383476,2583,Décoration,Piscine et accessoires
320,1120437410,114,0.99294585,1160,Objets pop culture,Catégorie 1160
321,1131804483,2522,0.5523157,2522,Fournitures papeterie,Fournitures papeterie
322,1240993281,1302,0.9216407,2403,Jeux et accessoires de plein air,Lots livres et magazines
323,858622977,1302,0.34426552,2280,Jeux et accessoires de plein air,Catégorie 2280
324,862580398,228,0.19415732,2522,Journaux et revues occasion,Fournitures papeterie
325,1065446271,2705,0.85307336,2705,Livres neufs,Livres neufs
326,1257233893,1281,0.62635845,2060,Jeux enfant,Catégorie 2060
327,1144313004,5,0.40288416,2522,Accessoires gaming,Fournitures papeterie
328,1026147101,2585,0.2561704,1140,Outillage de jardin,Catégorie 1140
329,1109423790,2585,0.46633592,2585,Outillage de jardin,Outillage de jardin
330,1191144167,1281,0.2895752,1560,Jeux enfant,Catégorie 1560
331,1109239042,2583,0.9782346,2583,Piscine et accessoires,Piscine et accessoires
332,1123815783,2705,0.88735306,2705,Livres neufs,Livres neufs
333,1046140130,2522,0.8535678,2403,Fournitures papeterie,Lots livres et magazines
334,757081497,4,0.8579581,40,Jeux consoles neuf,Catégorie 40
335,1255761203,222,0.8929809,1920,Animalerie,Catégorie 1920
336,941678458,2583,0.60710627,2583,Piscine et accessoires,Piscine et accessoires
337,1128350148,2403,0.3165641,2403,Lots livres et magazines,Lots livres et magazines
338,1258615799,192,0.96127254,1280,Linge de maison,Catégorie 1280
339,1278861300,222,0.28786573,1320,Animalerie,Catégorie 1320
340,1321887696,2583,0.29863504,2582,Piscine et accessoires,Mobilier et accessoires de jardin
341,876261633,1,0.6666134,2280,Livres occasion,Catégorie 2280
342,1120188407,2583,0.98498696,2583,Piscine et accessoires,Piscine et accessoires
343,1304091947,2522,0.9952205,2522,Fournitures papeterie,Fournitures papeterie
344,1298038010,1301,0.9819764,2220,Lingerie enfant et jeu de bar,Catégorie 2220
345,1273766117,222,0.99772054,1920,Animalerie,Catégorie 1920
346,1026033977,2522,0.8224298,2522,Fournitures papeterie,Fournitures papeterie
347,1225886460,5,0.13741325,2583,Accessoires gaming,Piscine et accessoires
348,1008006913,2705,0.6839368,2280,Livres neufs,Catégorie 2280
349,1260499611,2582,0.4627975,1560,Mobilier et accessoires de jardin,Catégorie 1560
350,1099079539,192,0.1951204,1920,Linge de maison,Catégorie 1920
351,1089461994,206,0.97281986,1560,Décoration,Catégorie 1560
352,1311318989,2522,0.9117476,1280,Fournitures papeterie,Catégorie 1280
353,1299324515,2403,0.5834938,10,Lots livres et magazines,Catégorie 10
354,1299826670,1281,0.30429435,1560,Jeux enfant,Catégorie 1560
355,1281058968,128,0.4358295,2403,Jouets enfant,Lots livres et magazines
356,1289801485,132,0.6908386,1300,Puériculture,Catégorie 1300
357,1242019834,2585,0.61485153,2583,Outillage de jardin,Piscine et accessoires
358,717853644,114,0.8845667,1160,Objets pop culture,Catégorie 1160
359,1188538915,2583,0.9956485,2583,Piscine et accessoires,Piscine et accessoires
360,1304082194,2522,0.998696,2522,Fournitures papeterie,Fournitures papeterie
361,980304626,2583,0.32585722,2583,Piscine et accessoires,Piscine et accessoires
362,948580134,4,0.94184154,40,Jeux consoles neuf,Catégorie 40
363,1190252043,1301,0.4301184,2583,Lingerie enfant et jeu de bar,Piscine et accessoires
364,1168889313,192,0.21151853,1320,Linge de maison,Catégorie 1320
365,1301843440,13,0.59906536,1180,Modélisme,Catégorie 1180
366,1247693430,1281,0.29102966,1560,Jeux enfant,Catégorie 1560
367,1301172218,4,0.86550605,2522,Jeux consoles neuf,Fournitures papeterie
368,1279462864,192,0.29811803,2583,Linge de maison,Piscine et accessoires
369,1237400663,2705,0.5798496,2705,Livres neufs,Livres neufs
370,1192113361,228,0.99223554,1320,Journaux et revues occasion,Catégorie 1320
371,1272879358,2522,0.51749754,1320,Fournitures papeterie,Catégorie 1320
372,1270591478,2585,0.76260835,2585,Outillage de jardin,Outillage de jardin
373,1265375939,1281,0.924734,2585,Jeux enfant,Outillage de jardin
374,1020510428,2705,0.9481038,2705,Livres neufs,Livres neufs
375,1295144469,1302,0.24432544,10,Jeux et accessoires de plein air,Catégorie 10
376,1007371800,1302,0.94462734,2280,Jeux et accessoires de plein air,Catégorie 2280
377,1264207826,222,0.42003807,1560,Animalerie,Catégorie 1560
